"identifiant","adresse","raison_sociale","nom","code_postal","code_insee","nom_commune","longitude","latitude"
"IDF9102292","RN188 - RD120","MASSY NET",NULL,"91300","91377","Massy","2.27791206965317","48.7247218757897"
"IDF9100441","Gambetta, place","COMBEAU",NULL,"91800","91114","Brunoy","2.48729574169094","48.7014193198742"
"IDF9100085","Nollet, clos","SIEMP",NULL,"91200","91027","Athis-Mons","2.39842047686089","48.7145861296976"
"IDF9100113","Froelinger, 5 place","ROBIEZ",NULL,"91200","91027","Athis-Mons","2.40378488759103","48.7120651716616"
"IDF9100351","Cheneaux, chemin des","FERNANDES","Casse automobile","91220","91103","Brétigny-sur-Orge","2.28210688988098","48.6064168096235"
"IDF9102176","Osiers, chemin des","RAVENEAU",NULL,"91310","91347","Longpont-sur-Orge","2.29673404215835","48.6447854403618"
"IDF9100388","Robiniers, 7 allée des","MISSENARD QUINT",NULL,"91220","91103","Brétigny-sur-Orge","2.3025054190091","48.6195180990301"
"IDF9103106","Petit Saint-Vrain, 5-9 rue du","TRANSMECA",NULL,"91770","91579","Saint-Vrain","2.32495848792967","48.5415481621758"
"IDF9103285",NULL,"ESPACE COMPOSITES","Atelier de transformation de résines","91810","91648","Vert-le-Grand","2.36371867203305","48.5710952440195"
"IDF9103313","Barbusse, 184-188, av. Henri (ex n° 182-184 en 1963 ; RN 448)","BALDIT, ex BALDIT Joseph Entreprise","Commerce de combustibles","91270","91657","Vigneux-sur-Seine","2.43242682258364","48.7034388359294"
"IDF9103314","Barbusse, 221 av. Henri (RN 448)","ITALCAR 91, ex LE GALLOU et Cie","Concessionnaire, carrosserie","91270","91657","Vigneux-sur-Seine","2.43757988477057","48.7053588414961"
"IDF9103322","Couturier, 50 av. Paul Vaillant (ex n°38)","LINCK","Atelier de travail des métaux, ferrailleur","91270","91657","Vigneux-sur-Seine","2.44322993113374","48.6952557557737"
"IDF9102276","Europe, avenue de l'","PHOTO SERVICE + DIM PHOTORAPID + JCA PRESSING (Pressing 5 à sec) + GMB - CORA",NULL,"91300","91377","Massy","2.27711012725471","48.7247304480183"
"IDF9102277","Europe, 188 avenue de l'","RENAULT, ex SAM (Sté des Automobiles de Massy)","Garage","91300","91377","Massy","2.28033031733765","48.7257212967524"
"IDF9102278","France, avenue de","ELF FRANCE, ex UNION GENERALE DE DISTRIBUTION DES PRODUITS PETROLIERS, ex UNION INDUSTRIELLE DES PETROLES","Station service","91300","91377","Massy","2.29006858701501","48.7335853470747"
"IDF9100018","Paris, avenue de  (ex RN 20)","CTIA (CHAUDRONNERIE-TOLERIE INDUSTRIELLE D'ANGERVILLE), ex TAQQUET Claude","Chaudronnerie","91670","91016","Angerville","2.00466353452696","48.3161145650571"
"IDF9100020","Paris, 13-15 avenue de (ex 21 avenue de Paris)","PRODUITS LIBERON, ex SPL (Sté PROMOTIONNELLE DES LOISIRS)","Fabrique de produits d'entretien","91670","91016","Angerville","2.00412803192899","48.3155464710861"
"IDF9101078","Grenots, 26 avenue des. CR 59 de St - Michel à Villeneuve Montfaucon","SECMI (Sté d'ETUDES ET DE CONSTRUCTIONS DE MATERIELS INDUSTRIELS), ex JOULIN - SEMA, ex JOULIN Michel","Atelier de transformation de l'acier","91150","91223","Étampes","2.15516502290946","48.4521880912304"
"IDF9101079","Grenots, 27 avenue des (ex Voie Nouvelle Ouest)","FVI (FRANCE VEHICULES INDUSTRIELS)","Garage pour véhicules industriels","91150","91223","Étampes","2.15308633751423","48.4513394402433"
"IDF9101082","Libération, 3 avenue de la","PRESTEX","Blanchisserie, teinturerie","91150","91223","Étampes","2.15541000568473","48.4330975244143"
"IDF9101086","Huit mai 1945, avenue du. Route de Dourdan (N 191)","SEVC (Sté VERSAILLAISE D'EXPLOITATION DE CHAUFFAGE) + SYNDICAT INTERHOSPITALIER DU SECTEUR 9","Hôpital","91150","91223","Étampes","2.15960147073683","48.4438591331395"
"IDF9100862","Acacias, 11 avenue des (D 836)","COOPERATIVE AGRICOLE ILE DE FRANCE SUD","Coopérative agricole","91410","91200","Dourdan","2.00414143960378","48.5352597362536"
"IDF9102435","Gaulle, av. du Général de","TOTAL FRANCE - Compagnie de Raffinage et de Distribution","Raffinerie","91230","91421","Montgeron","2.45451398870585","48.6959093397169"
"IDF9102436","Gaulle, 129 av. Charles de","RUFFIN HEITMANN","Station service, garage","91230","91421","Montgeron","2.44598879312408","48.6922937607505"
"IDF9102438","Jaurès, 38 av. Jean (ex 36 av. de Melun)","BERGERON (GARAGE DES ROUTIERS)","Station service, garage","91230","91421","Montgeron","2.44397914792302","48.7179967247699"
"IDF9102439","Jaurès, 72 av. Jean (+ chemin du Réveil Matin)","SHERIDEL, ex ELECTRO - FRANCE + MONTGERON DISTRIBUTION , ex SUMA  (Sté des Supermarchés Doc - groupe Docko de France) + Ent. SEYRA","Station service","91230","91421","Montgeron","2.44530605707686","48.7157203248289"
"IDF9102440","Jaurès, 98 av. Jean","SANITRA, ex ETF (Etude et Travaux de fondation)","Travaux publics","91230","91421","Montgeron","2.44751630753852","48.7135239914884"
"IDF9102457","République, 105 av. de la (ex n°96-98)","ESSO FRANCAISE (groupe EXXON)","Station service","91230","91421","Montgeron","2.45859789582112","48.7050416143066"
"IDF9102458","République, 105 av. de la","ESSO FRANCAISE (groupe EXXON)","Station service","91230","91421","Montgeron","2.46246574161319","48.7033018381673"
"IDF9102459","République, 126 av. de la","PRESSING l'UNION","Pressing","91230","91421","Montgeron","2.46147388116627","48.7032759470688"
"IDF9103486","Kennedy, 50 avenue du Président","MURAT","Fabrique de bijoux","91170","91687","Viry-Châtillon","2.36911709788276","48.6645359948595"
"IDF9103487","Kennedy, 117 avenue du Président (ex Chemin de Corbeil à Savigny-sur-Orge)","GILS Gilbert","Station service, garage","91170","91687","Viry-Châtillon","2.3631720047124","48.6665608505515"
"IDF9103042","Gaulle, av. Charles de","BISONTINE DE PRODUITS PETROLIERS, ex MAGMA","Station service","91250","91553","Saint-Germain-lès-Corbeil","2.49278712555068","48.6195428227884"
"IDF9103205","Acadie, 3 avenue de l'","EAV",NULL,"91940","91692","Les Ulis","2.20010622917372","48.6869304882269"
"IDF9103206","Acadie, 4 avenue de l'","SIGNATURE, ex LKB INSTRUMENT, ex PHARMACIA FRANCE","Fabrique de matériel et systèmes de signalisation","91940","91692","Les Ulis","2.19907264693167","48.6874238349849"
"IDF9103207","Amazonie, 1-3 avenue de l'","NARBONI",NULL,"91940","91692","Les Ulis","2.19580380324898","48.6810799893139"
"IDF9103209","Andes, avenue des","GARAGE DES ANDES, ex ANDES ULIS","Garage","91940","91692","Les Ulis","2.19404749240259","48.6779033823223"
"IDF9103210","Andes, 4 avenue des","INSTRUMAT",NULL,"91940","91692","Les Ulis","2.19432732676558","48.679765215612"
"IDF9103211","Andes, 5 avenue des","IN SNEC, ex INTERTECHNIQUE, ex PARFUMS FABERGE","Fabrique de matériel pour l'électronique et la radioélectricité","91940","91692","Les Ulis","2.19559124309912","48.6794160819285"
"IDF9103213","Atlantique, avenue de l'","CMG (Constructions Mécaniques GRILLOT)",NULL,"91940","91692","Les Ulis","2.20017194431906","48.68278494794"
"IDF9103214","Atlantique, avenue de l'","FIO (Fabrications Industrielles de l'Ouest)",NULL,"91940","91692","Les Ulis","2.19861344600494","48.6816050210534"
"IDF9103215","Atlantique, 4 avenue de l'","EURALTECH, ex HERAEUS FRANCE",NULL,"91940","91692","Les Ulis","2.19871737042383","48.6833047614113"
"IDF9103216","Atlantique, 6 avenue de l'","SYSTRONIC",NULL,"91940","91692","Les Ulis","2.19858368678785","48.6825402220081"
"IDF9103217","Canada, 1 avenue du","HEWLETT-PACKARD FRANCE, ex TEKTRONIX",NULL,"91940","91692","Les Ulis","2.19212246566632","48.6861292339093"
"IDF9103218","Canada, 5 avenue du","INSTITUT HENRI BEAUFOUR","Laboratoire","91940","91692","Les Ulis","2.19563464510374","48.6880490964365"
"IDF9103219","Canada, 6 avenue du","LABORATOIRE AMERSHAM FRANCE","Laboratoire","91940","91692","Les Ulis","2.19949197222149","48.6880448373976"
"IDF9103220","Cap Horn, 11 avenue du","SALVESEN",NULL,"91940","91692","Les Ulis","2.19743798036599","48.6746072912266"
"IDF9103221","Bourgogne, avenue de","SNC GESMIN,  ex FRANCAISE DES PETROLES BP","Station service, garage","91940","91692","Les Ulis","2.17386760141096","48.6823545495783"
"IDF9103223","Champagne, avenue de","PRESSING LA TREILLE","Pressing","91940","91692","Les Ulis","2.17366611649391","48.6899620623792"
"IDF9103233","Pacifique, 3 avenue du","ERCA",NULL,"91940","91692","Les Ulis","2.19458110115484","48.6812493238051"
"IDF9103234","Parana, 4 avenue du","FRANCE GLACE FINDUS",NULL,"91940","91692","Les Ulis","2.19692139623686","48.6796515390925"
"IDF9103235","Provence, avenue de","THERMULIS, ex AUXILIAIRE DE CHAUFFAGE","Centrale de chauffage","91940","91692","Les Ulis","2.17778623717574","48.6757774742673"
"IDF9103238","Scandinavie, avenue de","DAPA SYSTEMES",NULL,"91940","91692","Les Ulis","2.20195302974259","48.6870496030617"
"IDF9103239","Scandinavie, avenue de","EURO INVESTISSEMENTS, ex FAA (Fabrication Aéronautique Atesma), ex EURO INVESTISSEMENTS",NULL,"91940","91692","Les Ulis","2.20075731667097","48.687237021553"
"IDF9103240","Scandinavie, 7 avenue de","EUROBIO LABORATOIRES","Laboratoire","91940","91692","Les Ulis","2.20428744252626","48.687672847937"
"IDF9103241","Tropiques, avenue des","CHROMPACK FRANCE",NULL,"91940","91692","Les Ulis","2.1980925156034","48.6784839308151"
"IDF9103243","Tropiques, avenue des","SEB",NULL,"91940","91692","Les Ulis","2.20142136116993","48.6827864458567"
"IDF9102781","Jaurès, 87 avenue Jean","ENCRES ET VERNIS, ex CHIMIQUE DE CHANTOPAC + OIFFER","Fabrique pour imprimerie et graphisme","91550","91479","Paray-Vieille-Poste","2.37045246723634","48.7127542297437"
"IDF9102783","Verdun, 82 avenue de","AIR FRANCE",NULL,"91550","91479","Paray-Vieille-Poste","2.36490445675145","48.7059482644557"
"IDF9102784","Verdun, 116 avenue de","SOLIA",NULL,"91550","91479","Paray-Vieille-Poste","2.36145330659141","48.7058141613918"
"IDF9102785","Verdun, 166 avenue de","TRANSPORTS DE SAVIGNY","Transports urbains","91550","91479","Paray-Vieille-Poste","2.36581486985652","48.7061009147449"
"IDF9103249","Tropiques, 7 avenue des","VARIAN",NULL,"91940","91692","Les Ulis","2.19844130288724","48.6849051197515"
"IDF9103250","Tropiques, 12 avenue des","AEA TECHNOLOGY, ex LABORATOIRES AMERSHAM FRANCE + RENAULT SPORT",NULL,"91940","91692","Les Ulis","2.20251937620946","48.6835341421548"
"IDF9103387","Québec, 22 avenue du","FRANCAISE DE TEROTECHNOLOGIE (Produits CASTOLIN)",NULL,"91140","91661","Villebon-sur-Yvette","2.22114744262318","48.6914682128133"
"IDF9102868","Joliot-Curie, av. Irène et Frédéric","SNAG (Service National des Ateliers - Garages - Ministère des Postes et des Télécommunications)","Garage, carrosserie","91130","91521","Ris-Orangis","2.39719235430598","48.6312699137044"
"IDF9102874","Libération, 14 av. de la (RN 7)","FRANCIS AUTO, ex ETIENNE Claude, ex RIS - MOTO","Garage","91130","91521","Ris-Orangis","2.41201230966253","48.6528524258158"
"IDF9102875","Libération, 34 av. de la (RN 7)","MOREL Emile","Station service","91130","91521","Ris-Orangis","2.41316450765005","48.6518894503125"
"IDF9102876","Libération, 39 av. de la","GARAGE HEURTEL, ex CHRIQUI Jacques","Garage, concessionnaire","91130","91521","Ris-Orangis","2.41425005008368","48.6517358454089"
"IDF9102877","Libération, 64 av. de la (RN 7)","SHELL FRANCAISE, ex PAILLARD, ex PAILLARD et CARRE, ex  Marcel CARRE","Station service","91130","91521","Ris-Orangis","2.41552315582938","48.6500263755077"
"IDF9102878","Libération, 71 av. de la (RN 7)","SHELL, ex PAILLARD","Station service","91130","91521","Ris-Orangis","2.4164730621689","48.6499537763886"
"IDF9102879","Libération, 75 av. de la (RN 7)","ELF FRANCE, ex UIP (UNION INDUSTRIELLE DES PETROLES), ex CALTEX","Station service","91130","91521","Ris-Orangis","2.41682535289105","48.6495938249933"
"IDF9102890","Plat, 17 av. Auguste","HLM DE L'ESSONNE",NULL,"91130","91521","Ris-Orangis","2.40258196791852","48.6444321419067"
"IDF9102945",NULL,"BOURDIN et CHAUSSE","Centrale d'enrobage","91410","91546","Saint-Cyr-sous-Dourdan","2.02835767369304","48.5738706186486"
"IDF9100936","Barbusse, 296 Bd Henri (N 448)","COPER (Sté NOUVELLE COPER), ex COPER, ex FILOTEX","Fabrique de matériels électriques","91210","91201","Draveil","2.41454723007519","48.6946395726103"
"IDF9100041","Girault, 4 boulevard Ernest (ex chemin de la Roche en 1929)","LABORD Raoul","Fabrique de colle","91290","91021","Arpajon","2.24593807070266","48.5940826458403"
"IDF9101158","Saint-Michel, 104 boulevard (N 20)","COLLOMBEL, ex TORRES, ex  AUBERT, ex AUBERT Mme, ex MOREAU, ex MOREAU André, ex DERANCOURT, ex HEBERT","Station service","91150","91223","Étampes","2.17311073512745","48.4500303471189"
"IDF9101159","Saint-Michel, 106 boulevard (D21, ex RN 20)","ESSO SAF, ex ESSO - STANDARD","Station service","91150","91223","Étampes","2.17118764459731","48.4470330592956"
"IDF9101160","Saint-Michel, 117 boulevard (D 21)","HLM EMMAUS","HLM","91150","91223","Étampes","2.16898761203035","48.4501052302692"
"IDF9103338","Marin, 38 av. Pierre","BOULARD Clément","Commerce de combustibles","91270","91657","Vigneux-sur-Seine","2.41621845247104","48.7008497002926"
"IDF9102468","Longueraie, 8 rue de la","DOCKS DE FRANCE PARIS, ex SUPERMARCHES DOC (MAMMOUTH)","Station service","91270","91657","Vigneux-sur-Seine","2.43783065267011","48.715169629256"
"IDF9103340","Marin, 69 av. Pierre","ITG (Impressions et Techniques Graphiques)","Photogravure","91270","91657","Vigneux-sur-Seine","2.41621817961087","48.7006699296734"
"IDF9103341","Martin, 41 rue Henri","AMV (Ateliers Mécaniques Vigneux)","Fabrique d'éléments d'appareils téléphoniques","91270","91657","Vigneux-sur-Seine","2.43808219162885","48.7013724596976"
"IDF9103346","Petit et Vergeat, 4 place le","QUINTIN",NULL,"91270","91657","Vigneux-sur-Seine","2.44162135888439","48.6953373720793"
"IDF9103347","Port Brun, 40 chemin du","ATLM","Station de transit d'ordures ménagères","91270","91657","Vigneux-sur-Seine","2.44311968815477","48.7228535756685"
"IDF9103350",NULL,"ESPACE PHOTO VALDOLY + SUPERMARCHES DOC (SUMA) (AUCHAN) (filiale de la Sté des Docks de France)","Atelier de traitement des surfaces photosensibles","91270","91657","Vigneux-sur-Seine","2.44388517070297","48.718536373705"
"IDF9103343","Molière, 9 rue","IMPRIMERIE DE VIGNEUX","Imprimerie","91270","91657","Vigneux-sur-Seine","2.4154127410125","48.7068725408908"
"IDF9103310","Barbusse, 5 av. Henri (RN 448)","ROURE Daniel, ex JOANNET André, ex CATHIER Raymond, ex COMMUNE DE DRAVEIL","Pressing","91270","91657","Vigneux-sur-Seine","2.41580686565085","48.6980635231354"
"IDF9103311","Barbusse, 35-39 av. Henri","PETROLES SHELL BERRE","Station service","91270","91657","Vigneux-sur-Seine","2.41879739555123","48.7001288738235"
"IDF9103312","Barbusse, 54 av. Henri (RN 448)","BP FRANCE, ex MOBIL OIL FRANCAISE","Station service","91270","91657","Vigneux-sur-Seine","2.42007114920739","48.699977328936"
"IDF9103308","Acacias, 11-13 rue des","MONOT","Atelier de traitement des métaux","91270","91657","Vigneux-sur-Seine","2.43249090410978","48.6943112241852"
"IDF9103318","Charon, 4 bd. Henri (ex avenue de la Gare)","IDEX et Cie (l'Industrielle d'Exploitation de Chauffage)","Compagnie de chauffage","91270","91657","Vigneux-sur-Seine","2.42437386894094","48.7055180292883"
"IDF9103323","83 av. Paul Vaillant Couturier)","MG 2000","Commerce de combustibles","91270","91657","Vigneux-sur-Seine","2.43481385286797","48.6964314847089"
"IDF9103324","Vaillant Couturier, 123 av. Paul","VICTOIRE, ex CROIZET Raymond","Station service","91270","91657","Vigneux-sur-Seine","2.44078752744455","48.6960668828225"
"IDF9103327","Montalbot, 1 av. de la Fosse","CIBA (ENTREPRISE L. BOTTAZI et Cie)",NULL,"91270","91657","Vigneux-sur-Seine","2.43308296142227","48.7150391059689"
"IDF9103333","chemin de la Longue Raie - CR 4","COMPAGNIE DES SABLIERES DE LA SEINE + COMMUNE DE VIGNEUX-SUR-SEINE",NULL,"91270","91657","Vigneux-sur-Seine","2.4303829953131","48.7148342446273"
"IDF9103326","Mainville, 49 rue de (ex 3 rue Victor Duruy)","BADIALI Franck","Fabrique de câbles électriques","91270","91657","Vigneux-sur-Seine","2.41824527486022","48.6943765705727"
"IDF9102474","Bel Egoût, chemin du","MONTLHERY, commune de","Décharge d'ordures ménagères","91310","91425","Montlhéry","2.26180937951026","48.6502531463348"
"IDF9102476","Croix du Mesnil, 14 chemin de la","ORTEL, ex SCI LES MONTS JOIES","Fonderie","91310","91425","Montlhéry","2.27231661892551","48.6482003161829"
"IDF9102480","Moulin à vent, 2 chemin du","CIRCUIT IMPRIMES THIERRY (ex filiale de la Sté SOFRANELEC à MENNECY), ex SERIGRAPHIE THIERRY","Fabrique de matières plastiques","91310","91425","Montlhéry","2.26055582021613","48.6446409064295"
"IDF9102475","Chesneau, 19 rue Ernest","CHANTIER DU MARCHE, ex SIMON","Chantier","91310","91425","Montlhéry","2.27118742294719","48.6400433531297"
"IDF9102477","Fort, 121 rue Paul","SCREG (Sté Chimique Routière et d'Entreprise Générale)","Travaux publics","91310","91425","Montlhéry","2.25544981007929","48.6468315509191"
"IDF9102478","Fort, 123 rue Paul","TRANSPORTS DANIEL MEYER","Transports routiers","91310","91425","Montlhéry","2.25487863301487","48.6475595418938"
"IDF9102479","Longpont, rue de","BERGERAT MONNOYEUR ENERGIE, ex ENERGIE AUTONOME, ex BOLLARD et Cie","Atelier de groupes électrogènes","91310","91425","Montlhéry","2.2766352485867","48.645747711415"
"IDF9102486","Paris, 1 rue de","TRANSPORTS DANIEL MEYER","Transports","91310","91425","Montlhéry","2.27147005146348","48.6418060713965"
"IDF9102288","Kennedy, 9 avenue du Président","AUTO BILAN, ex GARAGE GASOL, ex RICHARD Jacques, ex DENOS Roger","Garage","91300","91377","Massy","2.30073588961327","48.7395514119476"
"IDF9102294","Noyer Lambert, avenue du","INSTITUT HOSPITALIER JACQUES CARTIER, ex HOPITAL PRIVE DE MASSY","Hôpital","91300","91377","Massy","2.29307506965007","48.7312124841528"
"IDF9102256","Carnot, 1-5 avenue","GETEL, ex SAFAA, ex JOUAN + ROUSSEL-UCLAF","Fabrique d'appareils d'émission et de transmission","91300","91377","Massy","2.26973731374384","48.729096760508"
"IDF9102257","Carnot, 4 avenue","CARS CHARPENTIER","Transports","91300","91377","Massy","2.26799654080127","48.7296982254774"
"IDF9102250","Buisson aux Fraises, 5 rue du","KIRK'S SUEDE LIFE FRANCE",NULL,"91300","91377","Massy","2.28666824804433","48.7218754205983"
"IDF9102259","Carnot, 16 avenue","RADIO-ENERGIE",NULL,"91300","91377","Massy","2.26613540989015","48.7288787450778"
"IDF9102260","Carnot, 19 avenue","ERICSSON, ex CGCT (Compagnie Générale de Constructions Téléphoniques)","Fabrique de matériel et systèmes de télécommunication","91300","91377","Massy","2.26711589032592","48.7276203774302"
"IDF9102261","Carnot, 21 avenue","REXSON PROCEDES, ex COMPAGNIE FRANCAISE DE CONDUITES EAU, ex FRANCAISE DES PLASTIQUES FRANPLASTIC",NULL,"91300","91377","Massy","2.26562181360261","48.7268280920676"
"IDF9102262","Carnot, 23 avenue","CHARDON, ex CURRUS, ex ETM (Etude et Travail des Métaux), ex SECS (Sté d'Etudes et de Constructions Spéciales)",NULL,"91300","91377","Massy","2.26498355930961","48.7264140257283"
"IDF9102263","Carnot, 25 avenue","SENPOF GIREBRONZE (Etudes de Nouveaux Procédés et d'Outillages de Fonderie)",NULL,"91300","91377","Massy","2.2644131594473","48.7260809333369"
"IDF9102264","Carnot, 29 avenue","THOMSON CSF + OMEGA Technologies + SAPHYMO",NULL,"91300","91377","Massy","2.26353050235264","48.7255048341112"
"IDF9102273","Division Leclerc, avenue de la","ELF","Station service","91300","91377","Massy","2.30130972543762","48.7356667551684"
"IDF9102265","Cassin, 11 rue rené","SOLER CONSEIL",NULL,"91300","91377","Massy","2.28460043641383","48.7237089899369"
"IDF9102266","Champarts, 2 rue des","FNAC",NULL,"91300","91377","Massy","2.29653726866732","48.7197391173351"
"IDF9102274","Dormoy, 25 rue max","BOISHARDY Michel, ex LAV'NET SELF","Menuiserie","91300","91377","Massy","2.27432880380343","48.7315004343668"
"IDF9102284","Gare, 104-106 avenue de la","LEGROS","Dépôt de liquides inflammables","91300","91377","Massy","2.27278913516034","48.7342513348165"
"IDF9102285","Ramolfo Garnier, 13 avenue Marcel","SFIM (Fabrication d'Instruments de Mesure)","Fabrique d'appareils de mesure","91300","91377","Massy","2.26250052247247","48.7234808100755"
"IDF9102281","Galvani, 6 rue","CGG (Compagnie Générale de Géophysique)",NULL,"91300","91377","Massy","2.27075220780284","48.7223528476989"
"IDF9102282","Galvani, 8 rue","MACALECTRO (Composants et Systèmes Electromagnétiques)",NULL,"91300","91377","Massy","2.27118797871221","48.7217146211089"
"IDF9102269","Champlan, route de","EXPRESS casse auto, ex CARMOTEX, ex BEAUFILS Anne-Marie, ex BARBET Serge","Casse automobile","91300","91377","Massy","2.28467265134734","48.7196713117469"
"IDF9100931","Barbusse, 158 Bd Henri (N 448)","SIF + FGCK (Fournitures Générales pour centres de kinésithérapie), ex BERGERAND de Joly et Cie",NULL,"91210","91201","Draveil","2.40965291701988","48.6824487473261"
"IDF9100932","Barbusse, 167 Bd Henri (N448)","RENAUD Emille","Garage","91210","91201","Draveil","2.41456277993092","48.6959075275941"
"IDF9100933","Barbusse, 226 Bd Henri (N 448)","GARAGE DU CENTRE (Concessionnaire Peugeot), ex MISSIOUX","Garage","91210","91201","Draveil","2.40941441370398","48.686558542738"
"IDF9100934","Barbusse, 228 Bd Henri (N448)","ESPARGILIERE","Stockage de combustibles","91210","91201","Draveil","2.40995794236962","48.6867380497796"
"IDF9100929","Barbusse, 122-124 Bd Henri (N 448)","PETROLES SHELL, ex SHELL BERRE",NULL,"91210","91201","Draveil","2.40979990908887","48.6808029979263"
"IDF9100935","Barbusse, 284-288 Bd Henri (N 448)","TEXIER ET FILS, ex TEXIER",NULL,"91210","91201","Draveil","2.4130908435737","48.6927251156702"
"IDF9100930","Barbusse, 154 Bd henri (N448)","LAVERIE VILLIERS","Laverie","91210","91201","Draveil","2.4087291307983","48.6822335078939"
"IDF9102233","Allende, 3 avenue Président Salvador","BP","Station service","91300","91377","Massy","2.26345547519055","48.7302798993786"
"IDF9102247","Briis, voie de","TUILERIES ET BRIQUETERIES DE MASSY",NULL,"91300","91377","Massy","2.27371330315468","48.7237933659298"
"IDF9102238","Ampère, 11 rue","KINOPTIC, ex SOPOLEM/SOFRETEC (Division KINOPTIK) + SFIM INDUSTRIES + MTO","Fabrique de matériel optique","91300","91377","Massy","2.26748105500598","48.7192214398042"
"IDF9102239","Ampère, 13 rue","COMPAGNIE GENERALE DE GEOPHYSIQUE",NULL,"91300","91377","Massy","2.26859491149339","48.7196357796225"
"IDF9102240","Ampère, 15 rue","RECKITT et COLMAN","Fabrique de produits d'entretien","91300","91377","Massy","2.26985817578258","48.720131131113"
"IDF9102302","Leclerc, 401 avenue du maréchal","SAPIA",NULL,"91300","91377","Massy","2.30181507389803","48.7323845846834"
"IDF9100937","Bellevue, 3 avenue de","NICOLITCH, ex LHOMARGY","Fabrique de circuits imprimés","91210","91201","Draveil","2.38895708850792","48.68335031171"
"IDF9100120","Industrie, 25 quai de l'",NULL,NULL,"91200","91027","Athis-Mons","2.39198600117271","48.6960824974861"
"IDF9100064","Verdun, 4 avenue de","ROUSSEAU M., ex VERHAEGUE Jean","Casse automobile","91290","91021","Arpajon","2.24450425317861","48.5850619210174"
"IDF9100065","Verdun, 18 avenue de","CENTRE HOSPITALIER D'ARPAJON, ex HOPITAL HOSPICE D'ARPAJON","Hôpital","91290","91021","Arpajon","2.24222891034554","48.5841427973751"
"IDF9100066","Verdun, 36 avenue de (ex 36 rue du Docteur Louis Martin, ex RN20)","APPIA, ex SCR (Sté CHIMIQUE DE LA ROUTE), ex MERCIER PINCEMAILLE","Travaux publics","91290","91021","Arpajon","2.24449843220288","48.5882003277904"
"IDF9100067","Verdun, 50 avenue de","GARAGE DE LA CROIX ROUGE","Garage","91290","91021","Arpajon","2.24121891772899","48.5807337603451"
"IDF9100058","Marché, 7 place du","DAUMET M.","Blanchisserie, teinturerie","91290","91021","Arpajon","2.24979795547204","48.5884653154559"
"IDF9100063","Chevreuse, chemin de (CR n°10)","SIORAT","Centrale d'enrobage","91290","91021","Arpajon","2.23652069191284","48.5986159471222"
"IDF9100059","Minard, rue","CALORSTAT INDUSTRIES","Fabrique de pièces métalliques","91290","91021","Arpajon","2.24601543626061","48.5888310370204"
"IDF9100062","Pont d'Avignon, 5 rue du","DRMTP (Sté DIFFUSION REPARATION MATERIEL TP)","Stockage de déchets industriels","91290","91021","Arpajon","2.24499009229","48.6008982653789"
"IDF9100254","Bechevret, 51 avenue de (CV N°4).","SOUDEX (1976)","Fabrique de colle","91790","91085","Boissy-sous-Saint-Yon","2.21476320087559","48.5532270203253"
"IDF9100255","Ferté Alais, 26 chemin de la","BOURDIN et CHAUSSE","Garage","91790","91085","Boissy-sous-Saint-Yon","2.21847885923137","48.551459435082"
"IDF9100252","Bechevret, lieu-dit le","PETROREP","Forage pétrolier","91790","91085","Boissy-sous-Saint-Yon","2.22272024682832","48.5506724486056"
"IDF9100076","Dix Huit Avril, 104-106 rue du","HLM LA SABLIERE",NULL,"91200","91027","Athis-Mons","2.38867815890218","48.7025947292006"
"IDF9100068","Verdun, 132 avenue de","FRANCE TELECOM","Téléphonie","91520","91207","Égly","2.23690568066757","48.5756762040939"
"IDF9100075","Dix Huit Avril, 90 avenue du","GARAGE DE L'ORGE, ex PIAUD Gérard, ex ELF FRANCE, ex ELF DISTRIBUTION","Station service, garage","91200","91027","Athis-Mons","2.38711464974021","48.7014803347884"
"IDF9100077","Dix Huit Avril, 125-127 avenue du","IMMOBILIERE DU MOULIN VERT, ex PROCALOR","Centrale de chauffage","91200","91027","Athis-Mons","2.38842089210057","48.7034401557539"
"IDF9100256","Paris, 82 avenue de (RN 20)","JAME, ex REBOLLAR (en 1973)","Garage","91790","91085","Boissy-sous-Saint-Yon","2.21449935166091","48.5448276913742"
"IDF9100069","Voltaire, 3 boulevard","PRISUNIC","Station service","91290","91021","Arpajon","2.25160147985821","48.5880530304717"
"IDF9100070","Voltaire, 4 boulevard","LABORATOIRES DELAGRANGE, ex SESIIF +  CHIMINDUSTRIE + SOFRAC, ex LABORATOIRES JEAN PFEIFLE, ex ENTREPOTS DE L'ORGE","Laboratoire pharmaceutique","91290","91021","Arpajon","2.25305149024157","48.5882699362808"
"IDF9100078","Bérégovoy, rue Pierre (ex 12 rue des Froides Bouillies)","MISSENARD et QUINT, ex HLM LE FOYER DU FONCTIONNAIRE ET DE LA FAMILLE (F.F.F.)",NULL,"91200","91027","Athis-Mons","2.36267532071367","48.7042311856697"
"IDF9100071","Voltaire, 8-10 boulevard","MOREL MAURICE","Fabrique de colle","91290","91021","Arpajon","2.25336185122262","48.5891064761457"
"IDF9100282","Gaulle, 30 rue Charles de","ATELIER LEFEVRE A.","Carrosserie","91070","91086","Bondoufle","2.37920105799365","48.6128251499868"
"IDF9100315","Ferme, 6 esplanade de la","PRESSING DE LA FERME","Pressing","91800","91097","Boussy-Saint-Antoine","2.52932816806721","48.6903490947088"
